#Recording frequency [Hz],100,, 
#Number of samples,3633,, 
#pos [mm],vel [mm/s],acc [m/s2], Time in recording [s] 
1.7779,8.5298,-0.028449,20.86
1.8614,8.1325,-0.051012,20.87
1.9399,7.539,-0.067689,20.88
2.0118,6.8179,-0.076518,20.89
2.0762,6.0822,-0.070632,20.9
2.1337,5.4495,-0.055917,20.91
2.1857,4.959,-0.042183,20.92
2.2333,4.5764,-0.034335,20.93
2.2774,4.2428,-0.032373,20.94
2.3181,3.8848,-0.03924,20.95
2.3547,3.4335,-0.051012,20.96
2.3863,2.8645,-0.062784,20.97
2.4117,2.2072,-0.06867,20.98
2.4305,1.55,-0.062784,20.99
2.4431,1.0104,-0.045126,21
2.4515,0.7112,-0.014715,21.01
2.4584,0.7357,0.01962,21.02
2.4672,1.0595,0.045126,21.03
2.4801,1.5402,0.051012,21.04
2.4978,1.9718,0.035316,21.05
2.5189,2.2072,0.011772,21.06
2.541,2.1631,-0.020601,21.07
2.5612,1.8148,-0.04905,21.08
2.5765,1.2262,-0.06867,21.09
2.5852,0.5003,-0.076518,21.1
2.5864,-0.26,-0.075537,21.11
2.5802,-0.981,-0.06867,21.12
2.5671,-1.6236,-0.059841,21.13
2.5479,-2.2073,-0.056898,21.14
2.523,-2.786,-0.05886,21.15
2.4922,-3.3697,-0.057879,21.16
2.4557,-3.9142,-0.051012,21.17
2.4143,-4.3213,-0.030411,21.18
2.3701,-4.4734,0,21.19
2.3258,-4.3409,0.026487,21.2
2.2839,-4.0319,0.035316,21.21
2.2452,-3.7278,0.025506,21.22
2.2088,-3.5708,0.005886,21.23
2.1731,-3.6101,-0.013734,21.24
2.1362,-3.7916,-0.022563,21.25
2.0971,-4.0123,-0.021582,21.26
2.0561,-4.1693,-0.00981,21.27
2.0143,-4.1742,0.008829,21.28
1.9731,-4.0319,0.01962,21.29
1.9337,-3.8504,0.016677,21.3
1.8958,-3.7621,0.000981,21.31
1.8579,-3.8553,-0.01962,21.32
1.818,-4.1496,-0.03924,21.33
1.7745,-4.5764,-0.046107,21.34
1.7265,-5.008,-0.040221,21.35
1.6747,-5.3219,-0.022563,21.36
1.6208,-5.4249,0.001962,21.37
1.567,-5.2729,0.028449,21.38
1.5162,-4.8658,0.052974,21.39
1.4705,-4.233,0.073575,21.4
1.4319,-3.4875,0.075537,21.41
1.4006,-2.786,0.064746,21.42
1.3757,-2.2171,0.04905,21.43
1.3556,-1.8345,0.027468,21.44
1.3382,-1.6922,0.000981,21.45
1.3209,-1.805,-0.023544,21.46
1.3013,-2.1533,-0.046107,21.47
1.2772,-2.6879,-0.060822,21.48
1.2473,-3.3158,-0.064746,21.49
1.2109,-3.9436,-0.060822,21.5
1.1687,-4.4832,-0.047088,21.51
1.1219,-4.8461,-0.025506,21.52
1.0725,-4.9933,-0.003924,21.53
1.0226,-4.959,0.010791,21.54
0.9737,-4.7971,0.021582,21.55
0.9269,-4.5567,0.026487,21.56
0.8828,-4.2477,0.035316,21.57
0.8423,-3.8308,0.048069,21.58
0.8066,-3.2814,0.061803,21.59
0.777,-2.6242,0.069651,21.6
0.7543,-1.9228,0.070632,21.61
0.7386,-1.2312,0.067689,21.62
0.7294,-0.6131,0.055917,21.63
0.7258,-0.1324,0.040221,21.64
0.7263,0.2158,0.02943,21.65
0.7298,0.4709,0.021582,21.66
0.7356,0.6622,0.016677,21.67
0.7428,0.775,0.005886,21.68
0.7507,0.7799,-0.004905,21.69
0.7581,0.6916,-0.012753,21.7
0.7644,0.5543,-0.014715,21.71
0.7693,0.4464,-0.006867,21.72
0.7738,0.4856,0.014715,21.73
0.7799,0.7848,0.045126,21.74
0.7905,1.3783,0.073575,21.75
0.8082,2.2023,0.091233,21.76
0.8348,3.1245,0.093195,21.77
0.8707,4.0368,0.089271,21.78
0.9154,4.8903,0.081423,21.79
0.9682,5.6506,0.070632,21.8
1.0279,6.2686,0.052974,21.81
1.093,6.7297,0.03924,21.82
1.1621,7.0828,0.031392,21.83
1.2345,7.3869,0.02943,21.84
1.3099,7.7008,0.033354,21.85
1.3886,8.0442,0.035316,21.86
1.4708,8.3777,0.031392,21.87
1.556,8.6622,0.025506,21.88
1.6438,8.878,0.017658,21.89
1.7333,9.0252,0.011772,21.9
1.824,9.0939,0.001962,21.91
1.9149,9.0742,-0.005886,21.92
2.0053,8.9958,-0.00981,21.93
2.0947,8.8731,-0.014715,21.94
2.1827,8.7162,-0.016677,21.95
2.2691,8.569,-0.012753,21.96
2.3541,8.4366,-0.013734,21.97
2.4378,8.2944,-0.014715,21.98
2.5199,8.1423,-0.015696,21.99
2.6005,7.9608,-0.020601,22
2.679,7.7352,-0.024525,22.01
2.7552,7.5046,-0.021582,22.02
2.8294,7.3526,-0.008829,22.03
2.9027,7.3428,0.006867,22.04
2.9768,7.4997,0.024525,22.05
3.0532,7.7989,0.035316,22.06
3.133,8.1717,0.03924,22.07
3.2167,8.5739,0.041202,22.08
3.3045,8.9958,0.043164,22.09
3.3966,9.4029,0.038259,22.1
3.4923,9.7217,0.025506,22.11
3.5906,9.9032,0.010791,22.12
3.6898,9.9081,-0.00981,22.13
3.788,9.7021,-0.031392,22.14
3.8831,9.2901,-0.051012,22.15
3.9734,8.7407,-0.05886,22.16
4.0579,8.1766,-0.053955,22.17
4.1372,7.7107,-0.03924,22.18
4.2127,7.4262,-0.017658,22.19
4.2864,7.3428,0.000981,22.2
4.3602,7.4311,0.016677,22.21
4.4355,7.6665,0.030411,22.22
4.5139,8.0148,0.03924,22.23
4.5961,8.4366,0.045126,22.24
4.6828,8.9075,0.04905,22.25
4.7744,9.4225,0.053955,22.26
4.8713,9.967,0.054936,22.27
4.9737,10.5212,0.055917,22.28
5.0818,11.0902,0.057879,22.29
5.1955,11.6592,0.055917,22.3
5.3149,12.2036,0.052974,22.31
5.4394,12.6843,0.043164,22.32
5.5681,13.0326,0.026487,22.33
5.6995,13.2092,0.008829,22.34
5.8318,13.2288,-0.004905,22.35
5.9637,13.1552,-0.00981,22.36
6.0948,13.0669,-0.007848,22.37
6.2252,13.0277,0,22.38
6.3556,13.0375,0.001962,22.39
6.4861,13.0865,0.007848,22.4
6.6175,13.2092,0.016677,22.41
6.7506,13.4201,0.025506,22.42
6.8862,13.7095,0.032373,22.43
7.025,14.0626,0.038259,22.44
7.1676,14.4599,0.041202,22.45
7.3142,14.8572,0.038259,22.46
7.4646,15.2153,0.033354,22.47
7.6183,15.5047,0.024525,22.48
7.7743,15.6666,0.007848,22.49
7.931,15.642,-0.012753,22.5
8.0865,15.4311,-0.02943,22.51
8.2392,15.0829,-0.040221,22.52
8.3879,14.6561,-0.045126,22.53
8.5321,14.1853,-0.04905,22.54
8.6715,13.6997,-0.048069,22.55
8.8062,13.2386,-0.044145,22.56
8.9364,12.7922,-0.045126,22.57
9.062,12.3214,-0.04905,22.58
9.1826,11.7916,-0.056898,22.59
9.2975,11.1638,-0.06867,22.6
9.4055,10.428,-0.07848,22.61
9.5058,9.6285,-0.081423,22.62
9.5981,8.8437,-0.075537,22.63
9.683,8.1374,-0.065727,22.64
9.7613,7.5439,-0.052974,22.65
9.8343,7.0975,-0.036297,22.66
9.9037,6.8081,-0.021582,22.67
9.9708,6.6168,-0.016677,22.68
10.0361,6.4255,-0.021582,22.69
10.099,6.1362,-0.036297,22.7
10.1583,5.6947,-0.051993,22.71
10.2125,5.1306,-0.060822,22.72
10.2608,4.5322,-0.05886,22.73
10.3033,3.9976,-0.048069,22.74
10.3412,3.5905,-0.033354,22.75
10.3755,3.3011,-0.024525,22.76
10.4073,3.046,-0.026487,22.77
10.4363,2.7419,-0.034335,22.78
10.4619,2.3789,-0.038259,22.79
10.4838,1.9816,-0.041202,22.8
10.5016,1.5941,-0.036297,22.81
10.5158,1.2606,-0.030411,22.82
10.5269,0.9663,-0.028449,22.83
10.5353,0.7112,-0.022563,22.84
10.5412,0.4758,-0.024525,22.85
10.5447,0.2011,-0.030411,22.86
10.545,-0.1422,-0.038259,22.87
10.5416,-0.5641,-0.046107,22.88
10.5336,-1.0301,-0.047088,22.89
10.521,-1.4764,-0.042183,22.9
10.5043,-1.8639,-0.035316,22.91
10.4839,-2.2073,-0.033354,22.92
10.4601,-2.5457,-0.034335,22.93
10.433,-2.8792,-0.032373,22.94
10.4026,-3.1883,-0.02943,22.95
10.3693,-3.4678,-0.026487,22.96
10.3334,-3.718,-0.023544,22.97
10.2951,-3.9436,-0.021582,22.98
10.2545,-4.1594,-0.021582,22.99
10.2119,-4.3556,-0.017658,23
10.1675,-4.5371,-0.018639,23.01
10.1211,-4.7431,-0.022563,23.02
10.0726,-4.9639,-0.021582,23.03
10.0218,-5.1895,-0.023544,23.04
9.9686,-5.4691,-0.032373,23.05
9.9123,-5.7977,-0.033354,23.06
9.8526,-6.1313,-0.033354,23.07
9.7896,-6.4697,-0.034335,23.08
9.7232,-6.8229,-0.036297,23.09
9.6531,-7.2104,-0.041202,23.1
9.5788,-7.642,-0.045126,23.11
9.5002,-8.0785,-0.042183,23.12
9.4175,-8.4366,-0.02943,23.13
9.332,-8.6328,-0.00981,23.14
9.2456,-8.6083,0.014715,23.15
9.1607,-8.3385,0.03924,23.16
9.0796,-7.8431,0.059841,23.17
9.0043,-7.1858,0.071613,23.18
8.9361,-6.4648,0.072594,23.19
8.875,-5.7585,0.06867,23.2
8.8207,-5.1159,0.059841,23.21
8.7724,-4.5666,0.050031,23.22
8.7291,-4.1055,0.042183,23.23
8.69,-3.7278,0.033354,23.24
8.6542,-3.4384,0.024525,23.25
8.621,-3.2177,0.01962,23.26
8.5898,-3.0117,0.021582,23.27
8.5608,-2.786,0.023544,23.28
8.5341,-2.5506,0.023544,23.29
8.5097,-2.3397,0.018639,23.3
8.4871,-2.2073,0.007848,23.31
8.4652,-2.1925,-0.004905,23.32
8.4428,-2.2906,-0.014715,23.33
8.4192,-2.4378,-0.014715,23.34
8.3942,-2.5555,-0.008829,23.35
8.3683,-2.6144,-0.002943,23.36
8.3421,-2.6046,0.004905,23.37
8.3165,-2.5065,0.014715,23.38
8.2924,-2.3004,0.026487,23.39
8.271,-1.9424,0.045126,23.4
8.2541,-1.4175,0.059841,23.41
8.2429,-0.8191,0.059841,23.42
8.2375,-0.2747,0.04905,23.43
8.2369,0.1373,0.033354,23.44
8.2397,0.3924,0.017658,23.45
8.2444,0.5346,0.010791,23.46
8.2503,0.6475,0.011772,23.47
8.2575,0.8142,0.021582,23.48
8.2669,1.0644,0.028449,23.49
8.2789,1.3293,0.024525,23.5
8.2932,1.5205,0.013734,23.51
8.309,1.6137,0.004905,23.52
8.3253,1.6334,-0.000981,23.53
8.3416,1.6432,0.002943,23.54
8.3584,1.7413,0.016677,23.55
8.377,2.0012,0.035316,23.56
8.3991,2.4476,0.053955,23.57
8.4264,3.0313,0.062784,23.58
8.4598,3.6395,0.05886,23.59
8.4988,4.13,0.03924,23.6
8.5416,4.39,0.012753,23.61
8.5856,4.3654,-0.017658,23.62
8.628,4.0711,-0.041202,23.63
8.6665,3.6101,-0.051012,23.64
8.7,3.0901,-0.052974,23.65
8.7284,2.6095,-0.043164,23.66
8.7527,2.2808,-0.022563,23.67
8.7748,2.168,0,23.68
8.7967,2.2318,0.012753,23.69
8.8195,2.325,0.005886,23.7
8.8428,2.3152,-0.007848,23.71
8.8655,2.2023,-0.014715,23.72
8.8867,2.0552,-0.014715,23.73
8.9066,1.9277,-0.010791,23.74
8.9256,1.8835,0.001962,23.75
8.9447,1.9522,0.011772,23.76
8.9648,2.0797,0.013734,23.77
8.9862,2.1778,0.005886,23.78
9.0081,2.1876,-0.003924,23.79
9.0296,2.1091,-0.011772,23.8
9.0501,1.9669,-0.016677,23.81
9.0688,1.7854,-0.01962,23.82
9.0857,1.5745,-0.022563,23.83
9.1004,1.3783,-0.016677,23.84
9.1137,1.3145,0.003924,23.85
9.1275,1.4911,0.031392,23.86
9.1444,1.9375,0.057879,23.87
9.167,2.6193,0.07848,23.88
9.1972,3.4433,0.086328,23.89
9.2359,4.2821,0.081423,23.9
9.2826,5.0325,0.06867,23.91
9.3361,5.6309,0.051012,23.92
9.3946,6.0479,0.032373,23.93
9.4564,6.2784,0.013734,23.94
9.5196,6.3324,-0.002943,23.95
9.5825,6.2146,-0.020601,23.96
9.6434,5.9596,-0.030411,23.97
9.7015,5.6506,-0.031392,23.98
9.7566,5.3808,-0.022563,23.99
9.8095,5.2189,-0.00981,24
9.8612,5.1404,-0.005886,24.01
9.9122,5.0521,-0.011772,24.02
9.9619,4.8609,-0.026487,24.03
10.0089,4.5126,-0.043164,24.04
10.0517,4.027,-0.053955,24.05
10.0893,3.4776,-0.055917,24.06
10.1212,2.9136,-0.056898,24.07
10.1475,2.3348,-0.05886,24.08
10.1679,1.7462,-0.05886,24.09
10.1825,1.1968,-0.051012,24.1
10.1922,0.7603,-0.036297,24.11
10.1983,0.4807,-0.01962,24.12
10.2023,0.3335,-0.00981,24.13
10.2052,0.2551,-0.005886,24.14
10.2074,0.1815,-0.008829,24.15
10.2087,0.0687,-0.013734,24.16
10.2086,-0.0932,-0.018639,24.17
10.2066,-0.3139,-0.025506,24.18
10.2021,-0.5984,-0.031392,24.19
10.1945,-0.9221,-0.033354,24.2
10.1836,-1.2606,-0.034335,24.21
10.1693,-1.5843,-0.030411,24.22
10.1522,-1.8149,-0.015696,24.23
10.1337,-1.859,0.006867,24.24
10.1158,-1.6824,0.028449,24.25
10.1006,-1.3293,0.042183,24.26
10.0896,-0.8682,0.050031,24.27
10.0834,-0.3581,0.051993,24.28
10.0824,0.1422,0.048069,24.29
10.0861,0.6082,0.045126,24.3
10.0945,1.0644,0.046107,24.31
10.1074,1.5205,0.045126,24.32
10.1248,1.9424,0.03924,24.33
10.146,2.2808,0.028449,24.34
10.17,2.5065,0.016677,24.35
10.1957,2.6046,0.002943,24.36
10.2217,2.5702,-0.00981,24.37
10.2468,2.4329,-0.017658,24.38
10.2702,2.2661,-0.015696,24.39
10.2923,2.1631,-0.004905,24.4
10.314,2.2072,0.013734,24.41
10.337,2.4329,0.031392,24.42
10.3631,2.8008,0.042183,24.43
10.3932,3.2128,0.040221,24.44
10.4272,3.561,0.02943,24.45
10.464,3.7867,0.015696,24.46
10.5024,3.8749,0.001962,24.47
10.5412,3.8553,-0.005886,24.48
10.5795,3.8112,-0.002943,24.49
10.6176,3.821,0.004905,24.5
10.6561,3.9093,0.012753,24.51
10.6959,4.0319,0.011772,24.52
10.7366,4.0859,-0.000981,24.53
10.7771,4.0025,-0.015696,24.54
10.8162,3.7965,-0.025506,24.55
10.8528,3.5169,-0.030411,24.56
10.8864,3.2128,-0.030411,24.57
10.9171,2.9332,-0.025506,24.58
10.9454,2.7321,-0.014715,24.59
10.9721,2.6242,-0.006867,24.6
10.9981,2.58,-0.001962,24.61
11.0239,2.5996,0.005886,24.62
11.0503,2.7027,0.014715,24.63
11.0783,2.9038,0.025506,24.64
11.1089,3.2471,0.043164,24.65
11.1439,3.7965,0.066708,24.66
11.1855,4.5616,0.086328,24.67
11.2356,5.4642,0.094176,24.68
11.2948,6.352,0.083385,24.69
11.362,7.0534,0.056898,24.7
11.435,7.4997,0.032373,24.71
11.5114,7.7499,0.017658,24.72
11.5897,7.9069,0.013734,24.73
11.6695,8.0785,0.020601,24.74
11.7516,8.3434,0.032373,24.75
11.8368,8.7162,0.042183,24.76
11.926,9.1184,0.038259,24.77
12.0189,9.447,0.027468,24.78
12.1145,9.6383,0.010791,24.79
12.211,9.6432,-0.00981,24.8
12.3066,9.4421,-0.030411,24.81
12.3993,9.0742,-0.043164,24.82
12.4878,8.5985,-0.051993,24.83
12.5711,8.0687,-0.053955,24.84
12.6492,7.5684,-0.046107,24.85
12.7227,7.1319,-0.041202,24.86
12.792,6.7198,-0.041202,24.87
12.857,6.2882,-0.045126,24.88
12.9176,5.8271,-0.047088,24.89
12.9735,5.3464,-0.04905,24.9
13.0245,4.8559,-0.04905,24.91
13.0706,4.3704,-0.048069,24.92
13.112,3.9044,-0.045126,24.93
13.149,3.512,-0.033354,24.94
13.1827,3.2667,-0.015696,24.95
13.2149,3.1833,-0.000981,24.96
13.2468,3.2128,0.006867,24.97
13.2792,3.2667,0.003924,24.98
13.3119,3.2716,-0.002943,24.99
13.3445,3.2275,-0.005886,25
13.3764,3.1686,-0.005886,25.01
13.4078,3.1098,-0.005886,25.02
13.4387,3.0754,-0.000981,25.03
13.4696,3.1098,0.007848,25.04
13.5012,3.2324,0.016677,25.05
13.5345,3.4384,0.024525,25.06
13.5702,3.6984,0.027468,25.07
13.6085,3.9681,0.026487,25.08
13.6495,4.2281,0.025506,25.09
13.6929,4.439,0.016677,25.1
13.7379,4.5322,0.001962,25.11
13.783,4.4586,-0.016677,25.12
13.8264,4.2036,-0.034335,25.13
13.8665,3.7916,-0.048069,25.14
13.9019,3.2667,-0.056898,25.15
13.9317,2.6928,-0.057879,25.16
13.9559,2.1533,-0.050031,25.17
13.9751,1.7118,-0.038259,25.18
13.9904,1.3636,-0.031392,25.19
14.0026,1.0889,-0.023544,25.2
14.0124,0.8829,-0.017658,25.21
14.0206,0.775,-0.003924,25.22
14.0284,0.8093,0.010791,25.23
14.0372,0.9614,0.01962,25.24
14.0478,1.1625,0.020601,25.25
14.0604,1.3636,0.01962,25.26
14.075,1.5549,0.018639,25.27
14.0914,1.7118,0.012753,25.28
14.1091,1.805,0.005886,25.29
14.1272,1.8148,-0.003924,25.3
14.145,1.7266,-0.013734,25.31
14.1614,1.5402,-0.023544,25.32
14.1756,1.2753,-0.02943,25.33
14.1869,1.0055,-0.024525,25.34
14.1959,0.8093,-0.014715,25.35
14.2035,0.7259,-0.001962,25.36
14.2108,0.7652,0.00981,25.37
14.2192,0.9123,0.01962,25.38
14.2294,1.1527,0.028449,25.39
14.2424,1.4568,0.032373,25.4
14.2587,1.8001,0.036297,25.41
14.2784,2.1484,0.033354,25.42
14.3016,2.4721,0.031392,25.43
14.3278,2.7811,0.030411,25.44
14.357,3.0509,0.023544,25.45
14.3885,3.2226,0.010791,25.46
14.4211,3.2667,-0.001962,25.47
14.4536,3.2226,-0.006867,25.48
14.4855,3.1735,-0.002943,25.49
14.5173,3.1981,0.007848,25.5
14.5497,3.306,0.013734,25.51
14.5834,3.409,0.006867,25.52
14.6175,3.3844,-0.011772,25.53
14.6504,3.1588,-0.033354,25.54
14.68,2.7419,-0.050031,25.55
14.7048,2.2023,-0.057879,25.56
14.724,1.6383,-0.054936,25.57
14.7379,1.1576,-0.041202,25.58
14.7476,0.7995,-0.030411,25.59
14.7541,0.5248,-0.024525,25.6
14.7582,0.2845,-0.023544,25.61
14.7598,0.049,-0.023544,25.62
14.7591,-0.1962,-0.025506,25.63
14.7558,-0.4905,-0.033354,25.64
14.7491,-0.8437,-0.037278,25.65
14.7388,-1.2361,-0.041202,25.66
14.7243,-1.6628,-0.044145,25.67
14.7055,-2.0895,-0.041202,25.68
14.6826,-2.4721,-0.035316,25.69
14.6563,-2.786,-0.027468,25.7
14.6273,-2.997,-0.014715,25.71
14.5968,-3.0803,-0.001962,25.72
14.566,-3.0754,0.002943,25.73
14.5353,-3.0656,-0.000981,25.74
14.5045,-3.1098,-0.007848,25.75
14.4728,-3.2275,-0.015696,25.76
14.4397,-3.3943,-0.017658,25.77
14.405,-3.5561,-0.014715,25.78
14.3688,-3.6689,-0.007848,25.79
14.3318,-3.718,-0.001962,25.8
14.2946,-3.7082,0.003924,25.81
14.2577,-3.6689,0.003924,25.82
14.2212,-3.6395,0.001962,25.83
14.1848,-3.6542,-0.004905,25.84
14.1479,-3.7425,-0.012753,25.85
14.1097,-3.9044,-0.01962,25.86
14.0695,-4.1447,-0.028449,25.87
14.0265,-4.493,-0.041202,25.88
13.9793,-4.9541,-0.051012,25.89
13.9271,-5.4887,-0.055917,25.9
13.8696,-6.0037,-0.047088,25.91
13.8077,-6.3324,-0.018639,25.92
13.7441,-6.3275,0.01962,25.93
13.6824,-5.9498,0.055917,25.94
13.6262,-5.2385,0.086328,25.95
13.5783,-4.3066,0.100062,25.96
13.5402,-3.3354,0.094176,25.97
13.5112,-2.477,0.077499,25.98
13.49,-1.8198,0.053955,25.99
13.474,-1.4077,0.028449,26
13.4611,-1.2115,0.010791,26.01
13.4494,-1.138,0.003924,26.02
13.4383,-1.0644,0.010791,26.03
13.4285,-0.878,0.026487,26.04
13.4212,-0.5543,0.038259,26.05
13.4175,-0.1913,0.034335,26.06
13.4171,0.0834,0.020601,26.07
13.4189,0.2698,0.016677,26.08
13.4225,0.4611,0.021582,26.09
13.4282,0.6769,0.021582,26.1
13.4357,0.7799,-0.000981,26.11
13.4427,0.5641,-0.042183,26.12
13.4456,-0.0638,-0.083385,26.13
13.4405,-0.9859,-0.101043,26.14
13.4258,-1.9424,-0.090252,26.15
13.4022,-2.737,-0.06867,26.16
13.3716,-3.3697,-0.057879,26.17
13.335,-3.9289,-0.053955,26.18
13.2932,-4.4341,-0.047088,26.19
13.2465,-4.8805,-0.042183,26.2
13.1956,-5.3219,-0.046107,26.21
13.1398,-5.8468,-0.05886,26.22
13.0783,-6.4697,-0.065727,26.23
13.0106,-7.0436,-0.04905,26.24
12.9382,-7.3771,-0.017658,26.25
12.864,-7.4115,0.010791,26.26
12.7908,-7.2153,0.028449,26.27
12.7203,-6.8621,0.042183,26.28
12.654,-6.3765,0.054936,26.29
12.593,-5.8075,0.05886,26.3
12.5378,-5.2533,0.051993,26.31
12.4875,-4.8314,0.032373,26.32
12.4406,-4.5813,0.017658,26.33
12.3956,-4.4047,0.017658,26.34
12.3525,-4.2183,0.01962,26.35
12.3112,-4.0564,0.012753,26.36
12.2709,-4.0515,-0.011772,26.37
12.2293,-4.3115,-0.040221,26.38
12.1839,-4.7971,-0.056898,26.39
12.1331,-5.3661,-0.056898,26.4
12.0768,-5.8664,-0.043164,26.41
12.0163,-6.2048,-0.024525,26.42
11.9532,-6.3961,-0.013734,26.43
11.8886,-6.5237,-0.011772,26.44
11.8229,-6.6021,-0.003924,26.45
11.7569,-6.5776,0.008829,26.46
11.6918,-6.4059,0.025506,26.47
11.6293,-6.0675,0.042183,26.48
11.5709,-5.6015,0.051012,26.49
11.5174,-5.0963,0.050031,26.5
11.4688,-4.6303,0.043164,26.51
11.4245,-4.2477,0.033354,26.52
11.3835,-3.9681,0.022563,26.53
11.3448,-3.7867,0.013734,26.54
11.3076,-3.6738,0.008829,26.55
11.2713,-3.5807,0.00981,26.56
11.2361,-3.4433,0.017658,26.57
11.2027,-3.2079,0.02943,26.58
11.1723,-2.8596,0.040221,26.59
11.1457,-2.4721,0.037278,26.6
11.1226,-2.1631,0.024525,26.61
11.102,-1.9914,0.00981,26.62
11.0824,-1.9424,0,26.63
11.063,-1.9375,0.000981,26.64
11.0439,-1.859,0.014715,26.65
11.0262,-1.6628,0.024525,26.66
11.0108,-1.3979,0.028449,26.67
10.9983,-1.0938,0.032373,26.68
10.9889,-0.7995,0.026487,26.69
10.9819,-0.6278,0.007848,26.7
10.9757,-0.672,-0.016677,26.71
10.9678,-0.9221,-0.033354,26.72
10.9569,-1.2704,-0.036297,26.73
10.9425,-1.5941,-0.028449,26.74
10.9253,-1.8345,-0.01962,26.75
10.9061,-1.9816,-0.00981,26.76
10.886,-2.0356,-0.000981,26.77
10.8655,-2.0503,-0.001962,26.78
10.8448,-2.119,-0.011772,26.79
10.8228,-2.3004,-0.024525,26.8
10.7983,-2.6193,-0.03924,26.81
10.77,-3.0656,-0.050031,26.82
10.7368,-3.561,-0.04905,26.83
10.6988,-4.0319,-0.045126,26.84
10.6563,-4.4586,-0.040221,26.85
10.6098,-4.8314,-0.034335,26.86
10.5598,-5.1748,-0.034335,26.87
10.5063,-5.5181,-0.034335,26.88
10.4495,-5.8566,-0.033354,26.89
10.3893,-6.1607,-0.027468,26.9
10.3265,-6.3961,-0.01962,26.91
10.2616,-6.5629,-0.013734,26.92
10.1954,-6.6855,-0.010791,26.93
10.128,-6.7738,-0.006867,26.94
10.0599,-6.8474,-0.007848,26.95
9.991,-6.9406,-0.010791,26.96
9.9211,-7.0387,-0.008829,26.97
9.8504,-7.0877,-0.000981,26.98
9.7795,-7.0975,-0.000981,26.99
9.7084,-7.127,-0.004905,27
9.6369,-7.1711,-0.003924,27.01
9.565,-7.2005,-0.001962,27.02
9.493,-7.1858,0.004905,27.03
9.4216,-7.0828,0.015696,27.04
9.3518,-6.8523,0.030411,27.05
9.285,-6.4746,0.045126,27.06
9.2226,-6.0135,0.047088,27.07
9.1646,-5.6064,0.034335,27.08
9.1099,-5.3612,0.014715,27.09
9.0568,-5.3023,-0.002943,27.1
9.0034,-5.3808,-0.012753,27.11
8.949,-5.5034,-0.011772,27.12
8.8935,-5.5917,-0.005886,27.13
8.8374,-5.6113,0.001962,27.14
8.7815,-5.5427,0.011772,27.15
8.7268,-5.4004,0.016677,27.16
8.6737,-5.2091,0.021582,27.17
8.6228,-4.9688,0.026487,27.18
8.5745,-4.6843,0.030411,27.19
8.5293,-4.3458,0.037278,27.2
8.4878,-3.9338,0.045126,27.21
8.4508,-3.4531,0.051012,27.22
8.4189,-2.9332,0.052974,27.23
8.3921,-2.4378,0.046107,27.24
8.3698,-2.0209,0.037278,27.25
8.3513,-1.6922,0.028449,27.26
8.3357,-1.4519,0.01962,27.27
8.3221,-1.2802,0.014715,27.28
8.31,-1.1331,0.014715,27.29
8.2994,-0.9859,0.014715,27.3
8.2903,-0.8437,0.013734,27.31
8.2825,-0.7014,0.014715,27.32
8.2763,-0.5445,0.016677,27.33
8.2718,-0.3483,0.022563,27.34
8.2694,-0.1275,0.021582,27.35
8.2691,0.0589,0.015696,27.36
8.2705,0.206,0.013734,27.37
8.2732,0.3532,0.015696,27.38
8.2775,0.5052,0.014715,27.39
8.2832,0.6082,0.005886,27.4
8.2893,0.5739,-0.012753,27.41
8.294,0.3384,-0.034335,27.42
8.2955,-0.0638,-0.046107,27.43
8.2925,-0.5248,-0.046107,27.44
8.2851,-0.9565,-0.040221,27.45
8.2737,-1.3096,-0.030411,27.46
8.2592,-1.5794,-0.023544,27.47
8.2422,-1.7952,-0.01962,27.48
8.2235,-1.9473,-0.010791,27.49
8.2036,-2.0209,-0.003924,27.5
8.1833,-2.016,0.004905,27.51
8.1635,-1.9375,0.010791,27.52
8.1446,-1.8394,0.008829,27.53
8.1266,-1.7756,0.003924,27.54
8.109,-1.756,0,27.55
8.0913,-1.7903,-0.006867,27.56
8.073,-1.8786,-0.010791,27.57
8.0536,-1.9865,-0.010791,27.58
8.0333,-2.0895,-0.00981,27.59
8.0119,-2.168,-0.005886,27.6
7.9902,-2.1484,0.00981,27.61
7.9695,-1.9669,0.026487,27.62
7.9514,-1.6383,0.03924,27.63
7.9371,-1.1968,0.04905,27.64
7.9276,-0.6965,0.051012,27.65
7.9231,-0.2354,0.041202,27.66
7.9225,0.0883,0.023544,27.67
7.9242,0.2305,0.004905,27.68
7.9264,0.1815,-0.014715,27.69
7.9273,-0.0196,-0.025506,27.7
7.926,-0.2453,-0.01962,27.71
7.9228,-0.3483,-0.000981,27.72
7.9197,-0.2453,0.021582,27.73
7.9185,0.0196,0.031392,27.74
7.9202,0.3188,0.028449,27.75
7.9245,0.5248,0.012753,27.76
7.93,0.5248,-0.012753,27.77
7.9343,0.309,-0.030411,27.78
7.9357,-0.0491,-0.041202,27.79
7.933,-0.5003,-0.04905,27.8
7.9255,-1.0055,-0.051993,27.81
7.9129,-1.5156,-0.050031,27.82
7.8953,-1.9865,-0.044145,27.83
7.8734,-2.3789,-0.034335,27.84
7.8482,-2.6536,-0.020601,27.85
7.8208,-2.7959,-0.007848,27.86
7.7927,-2.7959,0.007848,27.87
7.7653,-2.6585,0.01962,27.88
7.7399,-2.428,0.026487,27.89
7.717,-2.1239,0.034335,27.9
