time;sensor1 tvalx;sensor1 tminx;sensor1 tmaxx;sensor1 tvaly;sensor1 tminy;sensor1 tmaxy;sensor1 avalx1;sensor1 aminx1;sensor1 amaxx1;sensor1 avaly1;sensor1 aminy1;sensor1 amaxy1;sensor1 avalz1;sensor1 aminz1;sensor1 amaxz1;sensor1 avalx2;sensor1 aminx2;sensor1 amaxx2;sensor1 avaly2;sensor1 aminy2;sensor1 amaxy2;sensor1 avalz2;sensor1 aminz2;sensor1 amaxz2
17-12-2020_11:16:10;346,0;343,0;351,0;1057,0;1042,0;1070,0;108,0;-264,0;462,0;375,0;138,0;584,0;16769,0;16396,0;17293,0;-6,0;-254,0;309,0;454,0;313,0;620,0;16461,0;16171,0;16767,0
17-12-2020_11:16:15;346,0;343,0;351,0;1056,0;1046,0;1068,0;104,0;-247,0;439,0;376,0;145,0;584,0;16767,0;16367,0;17271,0;-9,0;-243,0;251,0;452,0;310,0;608,0;16463,0;16179,0;16757,0
17-12-2020_11:16:20;346,0;341,0;352,0;1018,0;-1906,0;1066,0;113,0;-215,0;446,0;372,0;118,0;640,0;16767,0;16348,0;17271,0;-3,0;-276,0;257,0;450,0;249,0;602,0;16463,0;16147,0;16774,0
17-12-2020_11:16:25;337,0;4,0;953,0;1275,0;-25724,0;25728,0;108,0;-932,0;1112,0;368,0;-5356,0;3511,0;16774,0;14346,0;18592,0;-10,0;-888,0;1313,0;447,0;-5221,0;3640,0;16468,0;14465,0;17648,0
17-12-2020_11:16:30;335,0;95,0;580,0;-64,0;-25722,0;25729,0;106,0;-377,0;544,0;389,0;-1612,0;2060,0;16771,0;16034,0;17638,0;-10,0;-558,0;519,0;470,0;-1344,0;2053,0;16468,0;15828,0;17217,0
17-12-2020_11:16:35;342,0;95,0;536,0;-676,0;-25723,0;25726,0;102,0;-400,0;553,0;380,0;-1432,0;2848,0;16768,0;15374,0;17793,0;-7,0;-620,0;541,0;460,0;-1160,0;2899,0;16469,0;15757,0;17316,0
17-12-2020_11:16:40;343,0;256,0;454,0;2739,0;-24814,0;21430,0;103,0;-248,0;450,0;367,0;-1080,0;1829,0;16767,0;16179,0;17363,0;-8,0;-443,0;392,0;449,0;-965,0;1923,0;16470,0;15819,0;17065,0
17-12-2020_11:16:45;333,0;248,0;476,0;-1086,0;-22922,0;13077,0;104,0;-271,0;487,0;372,0;-776,0;1797,0;16772,0;15944,0;17536,0;-9,0;-432,0;393,0;452,0;-675,0;1790,0;16467,0;15945,0;16918,0
17-12-2020_11:16:50;337,0;217,0;435,0;2350,0;-11202,0;20922,0;103,0;-327,0;489,0;388,0;-1614,0;1952,0;16771,0;16172,0;17623,0;-4,0;-511,0;428,0;462,0;-1350,0;2023,0;16467,0;15706,0;17057,0
17-12-2020_11:16:55;347,0;215,0;619,0;1462,0;-24881,0;25143,0;113,0;-250,0;461,0;377,0;104,0;665,0;16767,0;16344,0;17234,0;-5,0;-351,0;247,0;455,0;291,0;672,0;16468,0;16174,0;16823,0
17-12-2020_11:17:00;344,0;339,0;349,0;1058,0;988,0;1257,0;103,0;-239,0;469,0;378,0;149,0;590,0;16774,0;16367,0;17340,0;-2,0;-269,0;242,0;453,0;300,0;602,0;16461,0;16192,0;16764,0
17-12-2020_11:17:05;343,0;340,0;347,0;1041,0;1028,0;1052,0;113,0;-312,0;445,0;372,0;130,0;591,0;16768,0;16349,0;17291,0;-7,0;-274,0;251,0;454,0;302,0;594,0;16467,0;16194,0;16755,0
17-12-2020_11:17:10;343,0;339,0;348,0;1041,0;1027,0;1053,0;107,0;-218,0;460,0;376,0;151,0;609,0;16768,0;16366,0;17291,0;-1,0;-271,0;247,0;453,0;301,0;606,0;16467,0;16180,0;16752,0
17-12-2020_11:17:15;343,0;339,0;349,0;1042,0;1029,0;1055,0;106,0;-224,0;452,0;374,0;148,0;583,0;16767,0;16352,0;17240,0;-5,0;-274,0;268,0;455,0;293,0;606,0;16466,0;16112,0;16802,0
17-12-2020_11:17:20;343,0;340,0;349,0;1044,0;1033,0;1058,0;108,0;-278,0;454,0;372,0;147,0;594,0;16765,0;16282,0;17276,0;-2,0;-260,0;275,0;453,0;316,0;607,0;16463,0;16173,0;16769,0
17-12-2020_11:17:25;343,0;338,0;348,0;1045,0;1035,0;1055,0;103,0;-314,0;460,0;375,0;157,0;569,0;16767,0;16382,0;17256,0;-4,0;-265,0;237,0;455,0;307,0;627,0;16464,0;16144,0;16763,0
17-12-2020_11:17:30;343,0;340,0;347,0;1045,0;1034,0;1058,0;100,0;-307,0;446,0;376,0;130,0;613,0;16763,0;16340,0;17246,0;-5,0;-321,0;254,0;453,0;307,0;605,0;16464,0;16163,0;16761,0
17-12-2020_11:17:35;343,0;338,0;347,0;1045,0;1036,0;1057,0;105,0;-307,0;445,0;372,0;133,0;611,0;16761,0;16361,0;17264,0;-5,0;-291,0;268,0;456,0;318,0;600,0;16463,0;16215,0;16758,0
17-12-2020_11:17:40;343,0;338,0;348,0;1045,0;1035,0;1059,0;106,0;-208,0;453,0;374,0;147,0;591,0;16768,0;16399,0;17229,0;-5,0;-273,0;242,0;452,0;311,0;620,0;16465,0;16182,0;16746,0
17-12-2020_11:17:45;342,0;337,0;348,0;1044,0;1033,0;1056,0;108,0;-230,0;436,0;375,0;148,0;588,0;16769,0;16384,0;17296,0;-7,0;-281,0;229,0;454,0;314,0;599,0;16460,0;16157,0;16772,0
17-12-2020_11:17:50;342,0;339,0;348,0;1044,0;1034,0;1056,0;107,0;-234,0;454,0;377,0;105,0;650,0;16769,0;16315,0;17315,0;-7,0;-349,0;251,0;452,0;310,0;600,0;16463,0;16219,0;16824,0
17-12-2020_11:18:00;342,0;338,0;349,0;1047,0;1034,0;1058,0;104,0;-254,0;435,0;375,0;141,0;609,0;16765,0;16310,0;17220,0;-1,0;-268,0;250,0;453,0;296,0;608,0;16461,0;16161,0;16800,0
17-12-2020_11:18:05;342,0;339,0;347,0;1047,0;1037,0;1059,0;108,0;-227,0;442,0;377,0;120,0;587,0;16768,0;16304,0;17281,0;-7,0;-270,0;242,0;455,0;313,0;589,0;16464,0;16170,0;16776,0
17-12-2020_11:18:10;342,0;337,0;348,0;1048,0;1034,0;1062,0;108,0;-232,0;446,0;377,0;135,0;607,0;16767,0;16284,0;17260,0;-5,0;-251,0;245,0;454,0;309,0;603,0;16466,0;16209,0;16788,0
17-12-2020_11:18:15;342,0;339,0;345,0;1048,0;1038,0;1059,0;103,0;-312,0;435,0;375,0;108,0;583,0;16769,0;16338,0;17260,0;-5,0;-339,0;275,0;453,0;302,0;589,0;16459,0;16119,0;16749,0
17-12-2020_11:18:20;342,0;338,0;349,0;1047,0;1035,0;1061,0;108,0;-271,0;430,0;375,0;135,0;669,0;16767,0;16325,0;17320,0;-5,0;-280,0;272,0;454,0;289,0;617,0;16462,0;16189,0;16796,0
17-12-2020_11:18:25;342,0;337,0;346,0;1047,0;1035,0;1059,0;107,0;-225,0;449,0;377,0;145,0;574,0;16766,0;16334,0;17305,0;-4,0;-290,0;246,0;452,0;312,0;598,0;16458,0;16146,0;16760,0
17-12-2020_11:18:30;342,0;337,0;347,0;1047,0;1035,0;1060,0;110,0;-219,0;430,0;376,0;122,0;576,0;16773,0;16359,0;17327,0;-6,0;-281,0;246,0;452,0;305,0;600,0;16464,0;16176,0;16760,0
17-12-2020_11:18:35;342,0;337,0;347,0;1046,0;1034,0;1058,0;105,0;-253,0;428,0;375,0;115,0;624,0;16772,0;16279,0;17304,0;-6,0;-258,0;247,0;454,0;308,0;603,0;16459,0;16171,0;16785,0
17-12-2020_11:18:40;341,0;338,0;346,0;1044,0;1033,0;1057,0;108,0;-288,0;456,0;376,0;128,0;614,0;16769,0;16359,0;17320,0;-4,0;-297,0;258,0;453,0;284,0;601,0;16459,0;16193,0;16795,0
17-12-2020_11:18:45;342,0;337,0;347,0;1045,0;1032,0;1058,0;109,0;-244,0;455,0;378,0;160,0;602,0;16776,0;16398,0;17258,0;-4,0;-305,0;238,0;454,0;322,0;606,0;16461,0;16178,0;16772,0
17-12-2020_11:18:50;341,0;333,0;348,0;1046,0;1033,0;1063,0;110,0;-230,0;446,0;377,0;131,0;597,0;16768,0;16227,0;17355,0;-7,0;-312,0;244,0;456,0;327,0;602,0;16463,0;16205,0;16740,0
17-12-2020_11:18:55;342,0;335,0;349,0;1045,0;1031,0;1060,0;106,0;-281,0;447,0;379,0;125,0;594,0;16771,0;16390,0;17270,0;-5,0;-311,0;251,0;453,0;306,0;590,0;16464,0;16174,0;16763,0
17-12-2020_11:19:00;342,0;336,0;348,0;1044,0;1029,0;1065,0;107,0;-274,0;454,0;377,0;155,0;629,0;16774,0;16363,0;17262,0;-8,0;-321,0;251,0;454,0;311,0;624,0;16460,0;16219,0;16762,0
17-12-2020_11:19:05;341,0;336,0;348,0;1044,0;1027,0;1057,0;107,0;-313,0;435,0;379,0;132,0;617,0;16769,0;16354,0;17225,0;-5,0;-274,0;248,0;452,0;264,0;612,0;16463,0;16225,0;16734,0
17-12-2020_11:19:10;341,0;338,0;346,0;1045,0;1031,0;1060,0;105,0;-267,0;437,0;379,0;154,0;616,0;16773,0;16353,0;17221,0;-6,0;-272,0;268,0;454,0;299,0;606,0;16462,0;16181,0;16763,0
17-12-2020_11:19:15;342,0;332,0;352,0;1044,0;1017,0;1059,0;110,0;-244,0;455,0;380,0;162,0;629,0;16770,0;16417,0;17298,0;-3,0;-255,0;248,0;454,0;307,0;609,0;16463,0;16172,0;16748,0
17-12-2020_11:19:20;341,0;330,0;351,0;1048,0;978,0;1080,0;104,0;-254,0;439,0;381,0;148,0;590,0;16774,0;16309,0;17221,0;-7,0;-291,0;234,0;455,0;315,0;595,0;16465,0;16205,0;16790,0
17-12-2020_11:19:25;349,0;-184,0;1154,0;1158,0;-21562,0;23100,0;101,0;-1236,0;1503,0;378,0;-6618,0;4028,0;16776,0;13437,0;18964,0;-6,0;-1518,0;1437,0;456,0;-6439,0;4179,0;16469,0;13658,0;18914,0
17-12-2020_11:19:30;357,0;325,0;387,0;1125,0;-2368,0;6038,0;105,0;-273,0;468,0;377,0;-299,0;1237,0;16773,0;16373,0;17295,0;-7,0;-296,0;260,0;456,0;-142,0;1215,0;16464,0;16152,0;16827,0
17-12-2020_11:19:35;359,0;349,0;371,0;1095,0;-79,0;2135,0;103,0;-235,0;441,0;378,0;130,0;750,0;16773,0;16292,0;17343,0;-1,0;-294,0;262,0;456,0;248,0;747,0;16463,0;16159,0;16778,0
17-12-2020_11:19:40;357,0;348,0;366,0;1075,0;225,0;1766,0;104,0;-293,0;435,0;376,0;127,0;599,0;16769,0;16362,0;17319,0;-3,0;-291,0;255,0;454,0;271,0;678,0;16463,0;16216,0;16754,0
17-12-2020_11:19:45;357,0;352,0;362,0;1070,0;1052,0;1087,0;109,0;-227,0;467,0;378,0;142,0;605,0;16772,0;16314,0;17359,0;-4,0;-286,0;248,0;455,0;323,0;606,0;16461,0;16152,0;16762,0
17-12-2020_11:19:50;356,0;349,0;368,0;1069,0;1045,0;1088,0;103,0;-256,0;460,0;379,0;144,0;617,0;16771,0;16386,0;17306,0;-4,0;-316,0;259,0;456,0;314,0;597,0;16462,0;16208,0;16756,0
17-12-2020_11:19:55;355,0;349,0;363,0;1069,0;1056,0;1084,0;104,0;-297,0;423,0;380,0;111,0;623,0;16773,0;16377,0;17299,0;-4,0;-276,0;247,0;454,0;324,0;608,0;16459,0;16195,0;16805,0
17-12-2020_11:20:00;355,0;348,0;363,0;1068,0;1052,0;1083,0;108,0;-259,0;453,0;378,0;132,0;594,0;16773,0;16285,0;17239,0;-4,0;-290,0;270,0;454,0;285,0;593,0;16460,0;16196,0;16744,0
17-12-2020_11:20:05;355,0;351,0;362,0;1068,0;1059,0;1079,0;101,0;-347,0;449,0;375,0;150,0;574,0;16771,0;16376,0;17242,0;-7,0;-264,0;254,0;454,0;312,0;607,0;16461,0;16178,0;16766,0
17-12-2020_11:20:10;355,0;348,0;361,0;1067,0;1055,0;1082,0;105,0;-260,0;438,0;375,0;150,0;572,0;16772,0;16378,0;17196,0;-3,0;-276,0;263,0;454,0;281,0;620,0;16462,0;16199,0;16755,0
17-12-2020_11:20:15;354,0;348,0;362,0;1065,0;1055,0;1078,0;108,0;-253,0;469,0;374,0;137,0;600,0;16770,0;16369,0;17267,0;-2,0;-260,0;263,0;456,0;307,0;619,0;16460,0;16178,0;16731,0
17-12-2020_11:20:20;354,0;348,0;361,0;1065,0;1052,0;1075,0;105,0;-251,0;456,0;374,0;165,0;612,0;16770,0;16370,0;17273,0;-5,0;-284,0;272,0;457,0;319,0;602,0;16466,0;16161,0;16789,0
17-12-2020_11:20:25;354,0;350,0;359,0;1064,0;1051,0;1074,0;101,0;-328,0;451,0;376,0;136,0;591,0;16769,0;16306,0;17274,0;-1,0;-246,0;248,0;455,0;316,0;590,0;16463,0;16194,0;16776,0
17-12-2020_11:20:30;354,0;348,0;359,0;1064,0;1051,0;1077,0;107,0;-260,0;422,0;377,0;133,0;602,0;16774,0;16375,0;17303,0;-2,0;-252,0;246,0;455,0;312,0;606,0;16461,0;16184,0;16768,0
17-12-2020_11:20:35;354,0;349,0;359,0;1064,0;1053,0;1075,0;103,0;-235,0;444,0;377,0;138,0;640,0;16775,0;16376,0;17316,0;-2,0;-251,0;281,0;457,0;312,0;598,0;16462,0;16193,0;16746,0
17-12-2020_11:20:40;354,0;348,0;360,0;1063,0;1052,0;1074,0;107,0;-286,0;441,0;374,0;118,0;595,0;16766,0;16333,0;17267,0;-2,0;-270,0;244,0;457,0;287,0;583,0;16465,0;16203,0;16753,0
17-12-2020_11:20:45;353,0;347,0;361,0;1063,0;1051,0;1083,0;103,0;-281,0;445,0;378,0;154,0;623,0;16773,0;16406,0;17218,0;-3,0;-252,0;265,0;456,0;312,0;610,0;16462,0;16180,0;16742,0
17-12-2020_11:20:50;353,0;345,0;359,0;1063,0;1050,0;1077,0;106,0;-320,0;464,0;378,0;108,0;635,0;16776,0;16329,0;17280,0;-2,0;-277,0;252,0;456,0;317,0;587,0;16464,0;16174,0;16748,0
17-12-2020_11:20:55;353,0;348,0;358,0;1063,0;1051,0;1078,0;101,0;-239,0;448,0;377,0;98,0;594,0;16773,0;16373,0;17246,0;-3,0;-286,0;240,0;454,0;306,0;616,0;16459,0;16207,0;16724,0
17-12-2020_11:21:00;352,0;349,0;356,0;1063,0;1052,0;1073,0;107,0;-251,0;449,0;379,0;124,0;593,0;16769,0;16223,0;17219,0;-4,0;-334,0;249,0;456,0;295,0;616,0;16461,0;16190,0;16756,0
17-12-2020_11:21:05;352,0;349,0;358,0;1063,0;1051,0;1077,0;94,0;-269,0;444,0;379,0;117,0;576,0;16780,0;16380,0;17291,0;-4,0;-267,0;269,0;455,0;286,0;595,0;16461,0;16179,0;16747,0
17-12-2020_11:21:10;352,0;347,0;358,0;1062,0;1049,0;1073,0;106,0;-226,0;435,0;378,0;156,0;609,0;16774,0;16376,0;17225,0;-2,0;-281,0;241,0;456,0;309,0;609,0;16459,0;16138,0;16799,0
17-12-2020_11:21:15;352,0;347,0;358,0;1060,0;1049,0;1070,0;106,0;-292,0;451,0;378,0;93,0;632,0;16776,0;16394,0;17272,0;-1,0;-261,0;233,0;456,0;282,0;595,0;16463,0;16171,0;16801,0
17-12-2020_11:21:20;352,0;348,0;358,0;1059,0;1047,0;1072,0;112,0;-234,0;460,0;378,0;146,0;604,0;16770,0;16238,0;17338,0;2,0;-259,0;295,0;456,0;302,0;592,0;16456,0;16180,0;16832,0
17-12-2020_11:21:25;352,0;347,0;358,0;1060,0;1048,0;1072,0;101,0;-246,0;443,0;377,0;127,0;610,0;16776,0;16347,0;17370,0;-3,0;-250,0;237,0;455,0;317,0;607,0;16460,0;16160,0;16759,0
17-12-2020_11:21:30;351,0;346,0;358,0;1059,0;1048,0;1072,0;103,0;-287,0;448,0;377,0;162,0;608,0;16769,0;16364,0;17305,0;0,0;-302,0;257,0;457,0;319,0;606,0;16463,0;16179,0;16721,0
17-12-2020_11:21:35;384,0;-374,0;1388,0;1214,0;-25729,0;25731,0;105,0;-988,0;1695,0;378,0;-7578,0;6636,0;16772,0;12583,0;20337,0;-3,0;-1146,0;1583,0;462,0;-7295,0;6570,0;16465,0;13174,0;19144,0
17-12-2020_11:21:40;313,0;-405,0;759,0;-1057,0;-25726,0;25729,0;96,0;-780,0;953,0;370,0;-3096,0;4488,0;16785,0;14951,0;18679,0;-8,0;-1051,0;1022,0;454,0;-2926,0;4405,0;16467,0;15532,0;17612,0
17-12-2020_11:21:45;350,0;-121,0;977,0;720,0;-25728,0;25729,0;97,0;-679,0;1122,0;389,0;-2367,0;4194,0;16781,0;14709,0;18616,0;-10,0;-761,0;1097,0;468,0;-2230,0;4175,0;16470,0;15288,0;17652,0
17-12-2020_11:21:50;333,0;56,0;662,0;693,0;-25726,0;24582,0;99,0;-305,0;469,0;381,0;-1577,0;2128,0;16774,0;16181,0;17574,0;-5,0;-445,0;481,0;455,0;-1392,0;2112,0;16464,0;15858,0;17180,0
17-12-2020_11:21:55;341,0;49,0;574,0;749,0;-23961,0;24488,0;100,0;-344,0;483,0;369,0;-1123,0;1893,0;16773,0;16237,0;17411,0;-2,0;-440,0;428,0;448,0;-880,0;1980,0;16463,0;15863,0;17087,0
17-12-2020_11:22:00;341,0;30,0;562,0;1294,0;-25548,0;23502,0;102,0;-449,0;688,0;385,0;-2401,0;2077,0;16773,0;15431,0;17805,0;-5,0;-594,0;508,0;462,0;-2260,0;2158,0;16465,0;15636,0;17287,0
17-12-2020_11:22:05;358,0;-240,0;831,0;1526,0;-25638,0;25730,0;103,0;-282,0;460,0;381,0;54,0;823,0;16772,0;16392,0;17284,0;-2,0;-248,0;288,0;458,0;120,0;827,0;16462,0;16130,0;16772,0
17-12-2020_11:22:10;352,0;348,0;359,0;1086,0;995,0;1365,0;105,0;-217,0;469,0;377,0;102,0;584,0;16775,0;16298,0;17293,0;0,0;-298,0;265,0;457,0;323,0;602,0;16459,0;16176,0;16709,0
17-12-2020_11:22:15;352,0;348,0;356,0;1073,0;1055,0;1091,0;100,0;-261,0;463,0;381,0;153,0;612,0;16777,0;16394,0;17259,0;-5,0;-315,0;246,0;458,0;321,0;606,0;16463,0;16181,0;16760,0
17-12-2020_11:22:20;351,0;347,0;356,0;1073,0;1053,0;1091,0;108,0;-258,0;446,0;379,0;162,0;574,0;16770,0;16245,0;17262,0;-6,0;-297,0;290,0;456,0;326,0;608,0;16463,0;16194,0;16780,0
17-12-2020_11:22:25;351,0;346,0;358,0;1075,0;1063,0;1090,0;104,0;-260,0;459,0;382,0;154,0;611,0;16776,0;16417,0;17243,0;-3,0;-312,0;250,0;456,0;304,0;601,0;16458,0;16164,0;16762,0
17-12-2020_11:22:30;351,0;346,0;357,0;1076,0;1065,0;1089,0;102,0;-298,0;463,0;380,0;128,0;600,0;16775,0;16307,0;17294,0;0,0;-236,0;242,0;458,0;299,0;603,0;16461,0;16166,0;16812,0
17-12-2020_11:22:35;351,0;346,0;356,0;1076,0;1064,0;1089,0;101,0;-217,0;457,0;381,0;140,0;601,0;16777,0;16334,0;17299,0;4,0;-250,0;257,0;458,0;322,0;584,0;16463,0;16174,0;16794,0
17-12-2020_11:22:40;351,0;347,0;356,0;1077,0;1056,0;1096,0;106,0;-257,0;440,0;382,0;129,0;631,0;16777,0;16272,0;17257,0;-4,0;-255,0;243,0;460,0;311,0;595,0;16459,0;16184,0;16755,0
17-12-2020_11:22:45;351,0;346,0;357,0;1077,0;1067,0;1089,0;107,0;-252,0;454,0;382,0;127,0;625,0;16779,0;16389,0;17270,0;-7,0;-280,0;256,0;457,0;304,0;631,0;16458,0;16211,0;16753,0
17-12-2020_11:22:50;350,0;347,0;354,0;1077,0;1066,0;1093,0;106,0;-234,0;453,0;381,0;124,0;616,0;16778,0;16359,0;17286,0;-1,0;-306,0;266,0;456,0;314,0;605,0;16463,0;16179,0;16743,0
17-12-2020_11:22:55;350,0;345,0;355,0;1076,0;1066,0;1089,0;108,0;-269,0;431,0;381,0;146,0;638,0;16777,0;16380,0;17231,0;3,0;-289,0;235,0;458,0;321,0;610,0;16457,0;16201,0;16774,0
17-12-2020_11:23:00;350,0;345,0;356,0;1075,0;1063,0;1088,0;105,0;-286,0;436,0;376,0;141,0;626,0;16775,0;16321,0;17223,0;-7,0;-280,0;245,0;457,0;326,0;593,0;16458,0;16189,0;16761,0
17-12-2020_11:23:05;350,0;346,0;356,0;1075,0;1064,0;1086,0;103,0;-261,0;448,0;380,0;137,0;615,0;16777,0;16321,0;17313,0;-3,0;-301,0;231,0;458,0;302,0;615,0;16460,0;16169,0;16741,0
17-12-2020_11:23:10;350,0;345,0;355,0;1075,0;1062,0;1086,0;100,0;-284,0;414,0;379,0;118,0;645,0;16773,0;16259,0;17290,0;-1,0;-283,0;255,0;458,0;304,0;605,0;16458,0;16206,0;16832,0
17-12-2020_11:23:15;350,0;338,0;360,0;1073,0;1056,0;1087,0;106,0;-313,0;452,0;378,0;128,0;595,0;16779,0;16410,0;17232,0;-2,0;-263,0;245,0;458,0;283,0;608,0;16460,0;16179,0;16781,0
17-12-2020_11:23:20;350,0;344,0;359,0;1071,0;1054,0;1090,0;104,0;-274,0;423,0;379,0;133,0;611,0;16774,0;16357,0;17312,0;-4,0;-270,0;259,0;459,0;315,0;590,0;16460,0;16153,0;16779,0
17-12-2020_11:23:25;350,0;342,0;356,0;1072,0;1029,0;1099,0;107,0;-222,0;431,0;377,0;135,0;575,0;16772,0;16311,0;17262,0;-4,0;-316,0;240,0;458,0;271,0;598,0;16460,0;16167,0;16791,0
17-12-2020_11:23:30;350,0;346,0;356,0;1069,0;1056,0;1082,0;107,0;-249,0;424,0;377,0;126,0;614,0;16775,0;16379,0;17201,0;2,0;-239,0;256,0;456,0;299,0;589,0;16457,0;16219,0;16774,0
17-12-2020_11:23:35;350,0;345,0;355,0;1068,0;1055,0;1079,0;95,0;-267,0;449,0;377,0;115,0;564,0;16773,0;16341,0;17260,0;-5,0;-281,0;250,0;458,0;278,0;602,0;16458,0;16131,0;16753,0
17-12-2020_11:23:40;350,0;346,0;355,0;1068,0;1056,0;1078,0;96,0;-262,0;432,0;378,0;143,0;590,0;16777,0;16356,0;17346,0;-3,0;-279,0;260,0;456,0;320,0;597,0;16459,0;16146,0;16767,0
17-12-2020_11:23:45;350,0;344,0;355,0;1067,0;1056,0;1079,0;101,0;-217,0;451,0;378,0;181,0;589,0;16773,0;16273,0;17299,0;-5,0;-259,0;248,0;456,0;325,0;607,0;16456,0;16140,0;16790,0
17-12-2020_11:23:50;350,0;345,0;355,0;1066,0;1055,0;1078,0;101,0;-326,0;456,0;379,0;138,0;647,0;16779,0;16407,0;17296,0;-3,0;-288,0;305,0;456,0;316,0;619,0;16460,0;16204,0;16735,0
17-12-2020_11:23:55;350,0;344,0;357,0;1066,0;1054,0;1082,0;100,0;-292,0;425,0;377,0;124,0;593,0;16775,0;16353,0;17329,0;-2,0;-324,0;255,0;456,0;306,0;619,0;16458,0;16159,0;16747,0
17-12-2020_11:24:00;350,0;346,0;357,0;1065,0;1052,0;1077,0;103,0;-267,0;441,0;379,0;125,0;606,0;16775,0;16347,0;17252,0;1,0;-263,0;307,0;456,0;309,0;609,0;16460,0;16174,0;16775,0
17-12-2020_11:24:05;349,0;344,0;355,0;1064,0;1053,0;1079,0;102,0;-295,0;454,0;381,0;111,0;601,0;16776,0;16428,0;17316,0;1,0;-263,0;269,0;457,0;297,0;603,0;16455,0;16183,0;16776,0
17-12-2020_11:24:10;350,0;346,0;354,0;1064,0;1053,0;1076,0;106,0;-202,0;453,0;380,0;160,0;597,0;16777,0;16437,0;17307,0;-2,0;-280,0;256,0;456,0;305,0;585,0;16456,0;16180,0;16755,0
17-12-2020_11:24:15;350,0;347,0;355,0;1064,0;1053,0;1078,0;102,0;-285,0;458,0;379,0;148,0;573,0;16779,0;16337,0;17281,0;-4,0;-302,0;259,0;456,0;292,0;598,0;16461,0;16151,0;16776,0
17-12-2020_11:24:20;349,0;345,0;355,0;1064,0;1052,0;1075,0;104,0;-253,0;429,0;376,0;149,0;604,0;16771,0;16386,0;17321,0;-4,0;-301,0;250,0;456,0;286,0;584,0;16465,0;16194,0;16777,0
17-12-2020_11:24:25;349,0;346,0;356,0;1063,0;1052,0;1075,0;103,0;-274,0;457,0;378,0;164,0;594,0;16776,0;16306,0;17218,0;-3,0;-281,0;278,0;457,0;316,0;611,0;16461,0;16162,0;16803,0
17-12-2020_11:24:30;349,0;345,0;354,0;1062,0;1051,0;1072,0;105,0;-300,0;427,0;378,0;134,0;611,0;16772,0;16404,0;17323,0;-2,0;-299,0;279,0;455,0;324,0;605,0;16459,0;16171,0;16758,0
17-12-2020_11:24:35;349,0;344,0;355,0;1061,0;1048,0;1074,0;100,0;-237,0;452,0;377,0;140,0;599,0;16774,0;16400,0;17168,0;-5,0;-256,0;250,0;455,0;293,0;594,0;16458,0;16140,0;16776,0
17-12-2020_11:24:40;349,0;345,0;353,0;1061,0;1049,0;1074,0;101,0;-293,0;454,0;378,0;128,0;618,0;16778,0;16399,0;17258,0;-4,0;-283,0;269,0;455,0;306,0;594,0;16459,0;16205,0;16792,0
17-12-2020_11:24:45;349,0;346,0;354,0;1061,0;1049,0;1076,0;102,0;-318,0;448,0;380,0;140,0;624,0;16775,0;16319,0;17202,0;-2,0;-254,0;245,0;456,0;307,0;611,0;16461,0;16177,0;16768,0
17-12-2020_11:24:50;349,0;342,0;355,0;1067,0;1013,0;1099,0;105,0;-312,0;436,0;380,0;143,0;640,0;16775,0;16325,0;17267,0;-1,0;-291,0;245,0;453,0;300,0;648,0;16456,0;16205,0;16778,0
17-12-2020_11:24:55;354,0;-355,0;1538,0;1442,0;-21537,0;24359,0;101,0;-2666,0;2284,0;382,0;-7102,0;7175,0;16781,0;12242,0;18984,0;-4,0;-2672,0;2582,0;457,0;-6714,0;7001,0;16458,0;13309,0;18893,0
17-12-2020_11:25:00;365,0;323,0;410,0;1264,0;-2899,0;6908,0;104,0;-259,0;462,0;381,0;-436,0;1232,0;16776,0;16178,0;17288,0;-3,0;-348,0;273,0;454,0;-389,0;1269,0;16457,0;16144,0;16840,0
17-12-2020_11:25:05;367,0;351,0;384,0;1135,0;-212,0;2392,0;98,0;-198,0;418,0;380,0;45,0;757,0;16777,0;16386,0;17288,0;-4,0;-299,0;247,0;455,0;193,0;738,0;16456,0;16168,0;16763,0
17-12-2020_11:25:10;367,0;357,0;379,0;1155,0;-134,0;1875,0;104,0;-253,0;438,0;381,0;138,0;615,0;16775,0;16333,0;17252,0;-4,0;-297,0;258,0;457,0;254,0;659,0;16458,0;16185,0;16782,0
17-12-2020_11:25:15;368,0;358,0;379,0;1139,0;139,0;1974,0;103,0;-215,0;465,0;382,0;125,0;600,0;16782,0;16374,0;17305,0;-2,0;-308,0;256,0;456,0;287,0;613,0;16454,0;16173,0;16747,0
17-12-2020_11:25:20;367,0;362,0;374,0;1138,0;1125,0;1152,0;99,0;-293,0;460,0;378,0;168,0;586,0;16779,0;16361,0;17288,0;-6,0;-288,0;240,0;457,0;289,0;598,0;16456,0;16166,0;16779,0
17-12-2020_11:25:25;367,0;362,0;372,0;1136,0;1123,0;1152,0;102,0;-287,0;454,0;380,0;132,0;652,0;16781,0;16370,0;17282,0;-4,0;-259,0;248,0;455,0;308,0;606,0;16455,0;16218,0;16735,0
17-12-2020_11:25:30;366,0;362,0;372,0;1134,0;1120,0;1145,0;102,0;-281,0;426,0;379,0;136,0;586,0;16773,0;16358,0;17294,0;-3,0;-275,0;242,0;453,0;312,0;610,0;16452,0;16174,0;16749,0
